grid_id,grid_code,gu_name,dong_name,living_pop,masked,bus_mobility,subway_mobility,weighted_mobility,pop_adjusted_weighted_mobility
GRID_00001,다사35005050,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00002,다사35005075,강서구,오곡동,6.0,False,0.0,0.0,0.0,0.0
GRID_00003,다사35005100,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00004,다사35255025,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00005,다사35255050,강서구,오곡동,9.1,False,0.0,0.0,0.0,0.0
GRID_00006,다사35255075,강서구,오곡동,68.1,False,0.0,0.0,0.0,0.0
GRID_00007,다사35255100,강서구,오곡동,34.8,False,0.0,0.0,0.0,0.0
GRID_00008,다사35505000,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00009,다사35505025,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00010,다사35505050,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00011,다사35505075,강서구,오곡동,11.8,False,0.0,0.0,0.0,0.0
GRID_00012,다사35505100,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00013,다사35505125,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00014,다사35755000,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00015,다사35755025,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00016,다사35755050,강서구,오곡동,8.5,False,0.0,0.0,0.0,0.0
GRID_00017,다사35755075,강서구,오곡동,15.8,False,0.0,0.0,0.0,0.0
GRID_00018,다사35755100,강서구,오곡동,22.3,False,0.0,0.0,0.0,0.0
GRID_00019,다사35755125,강서구,오곡동,14.6,False,0.0,0.0,0.0,0.0
GRID_00020,다사35755150,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00021,다사35755200,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00022,다사35755225,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00023,다사36004975,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00024,다사36005000,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00025,다사36005025,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00026,다사36005050,강서구,오곡동,5.4,False,0.0,0.0,0.0,0.0
GRID_00027,다사36005075,강서구,오곡동,4.7,False,0.0,0.0,0.0,0.0
GRID_00028,다사36005100,강서구,오곡동,7.2,False,0.0,0.0,0.0,0.0
GRID_00029,다사36005125,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00030,다사36005150,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00031,다사36005175,강서구,과해동,25.7,False,0.0,0.0,0.0,0.0
GRID_00032,다사36005200,강서구,과해동,6.4,False,0.0,0.0,0.0,0.0
GRID_00033,다사36005225,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00034,다사36254975,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00035,다사36255000,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00036,다사36255025,강서구,오곡동,9.4,False,0.0,0.0,0.0,0.0
GRID_00037,다사36255050,강서구,오곡동,21.7,False,0.0,0.0,0.0,0.0
GRID_00038,다사36255075,강서구,오곡동,33.0,False,0.0,0.0,0.0,0.0
GRID_00039,다사36255100,강서구,오곡동,35.7,False,0.0,0.0,0.0,0.0
GRID_00040,다사36255125,강서구,과해동,4.4,False,0.0,0.0,0.0,0.0
GRID_00041,다사36255150,강서구,과해동,28.9,False,0.0,0.0,0.0,0.0
GRID_00042,다사36255175,강서구,과해동,12.3,False,0.0,0.0,0.0,0.0
GRID_00043,다사36255200,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00044,다사36255225,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00045,다사36255250,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00046,다사36504975,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00047,다사36505000,강서구,오곡동,21.0,False,0.0,0.0,0.0,0.0
GRID_00048,다사36505025,강서구,오곡동,23.4,False,0.0,0.0,0.0,0.0
GRID_00049,다사36505050,강서구,오곡동,18.0,False,0.0,0.0,0.0,0.0
GRID_00050,다사36505075,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00051,다사36505100,강서구,과해동,15.4,False,0.0,0.0,0.0,0.0
GRID_00052,다사36505125,강서구,과해동,24.2,False,0.0,0.0,0.0,0.0
GRID_00053,다사36505150,강서구,과해동,6.3,False,0.0,0.0,0.0,0.0
GRID_00054,다사36505175,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00055,다사36505200,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00056,다사36505225,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00057,다사36505250,강서구,과해동,7.0,False,0.0,0.0,0.0,0.0
GRID_00058,다사36505275,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00059,다사36754975,강서구,오곡동,22.7,False,0.0,0.0,0.0,0.0
GRID_00060,다사36755000,강서구,오곡동,29.5,False,0.0,0.0,0.0,0.0
GRID_00061,다사36755025,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00062,다사36755050,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00063,다사36755075,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00064,다사36755100,강서구,오곡동,167.5,False,0.0,0.0,0.0,0.0
GRID_00065,다사36755125,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00066,다사36755150,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00067,다사36755175,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00068,다사36755200,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00069,다사36755225,강서구,과해동,15.4,False,0.0,0.0,0.0,0.0
GRID_00070,다사36755250,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00071,다사36755275,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00072,다사36755300,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00073,다사37004950,강서구,오쇠동,0.0,True,0.0,0.0,0.0,0.0
GRID_00074,다사37004975,강서구,오곡동,31.8,False,0.0,0.0,0.0,0.0
GRID_00075,다사37005000,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00076,다사37005025,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00077,다사37005050,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00078,다사37005075,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00079,다사37005100,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00080,다사37005125,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00081,다사37005150,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00082,다사37005175,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00083,다사37005200,강서구,과해동,19.4,False,0.0,0.0,0.0,0.0
GRID_00084,다사37005225,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00085,다사37005250,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00086,다사37005275,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00087,다사37005300,강서구,개화동,8.1,False,0.0,0.0,0.0,0.0
GRID_00088,다사37005325,강서구,개화동,0.0,True,0.0,0.0,0.0,0.0
GRID_00089,다사37254925,강서구,오쇠동,8.9,False,0.0,0.0,0.0,0.0
GRID_00090,다사37254950,강서구,오쇠동,0.0,True,0.0,0.0,0.0,0.0
GRID_00091,다사37254975,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00092,다사37255000,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00093,다사37255025,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00094,다사37255050,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00095,다사37255075,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00096,다사37255100,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00097,다사37255125,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00098,다사37255150,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00099,다사37255175,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00100,다사37255200,강서구,과해동,19.0,False,0.0,0.0,0.0,0.0
GRID_00101,다사37255225,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00102,다사37255250,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00103,다사37255275,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00104,다사37255300,강서구,개화동,0.0,True,0.0,0.0783,0.0357,0.0
GRID_00105,다사37255325,강서구,개화동,11.9,False,0.0,0.1885,0.086,0.0336
GRID_00106,다사37255350,강서구,개화동,0.0,True,0.0,0.1779,0.0811,0.0
GRID_00107,다사37255375,강서구,개화동,0.0,True,0.0,0.0494,0.0225,0.0
GRID_00108,다사37504850,강서구,오쇠동,0.0,True,0.0,0.0,0.0,0.0
GRID_00109,다사37504875,강서구,오쇠동,0.0,True,0.1986,0.0,0.108,0.0
GRID_00110,다사37504900,강서구,오쇠동,0.0,True,0.1922,0.0,0.1045,0.0
GRID_00111,다사37504925,강서구,오쇠동,18.2,False,0.0,0.0,0.0,0.0
GRID_00112,다사37504950,강서구,오쇠동,0.0,True,0.0,0.0,0.0,0.0
GRID_00113,다사37504975,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00114,다사37505000,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00115,다사37505025,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00116,다사37505050,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00117,다사37505075,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00118,다사37505100,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00119,다사37505125,강서구,오곡동,0.0,True,0.0,0.2436,0.1111,0.0
GRID_00120,다사37505150,강서구,과해동,8.5,False,0.0,0.546,0.249,0.1106
GRID_00121,다사37505175,강서구,과해동,0.0,True,0.0,0.3253,0.1483,0.0
GRID_00122,다사37505200,강서구,과해동,14.1,False,0.0,0.0,0.0,0.0
GRID_00123,다사37505225,강서구,과해동,6.0,False,0.0,0.0,0.0,0.0
GRID_00124,다사37505250,강서구,과해동,0.0,True,0.0,0.0,0.0,0.0
GRID_00125,다사37505275,강서구,개화동,0.0,True,0.0,0.1013,0.0462,0.0
GRID_00126,다사37505300,강서구,개화동,25.1,False,0.0,0.3486,0.159,0.0487
GRID_00127,다사37505325,강서구,개화동,11.3,False,0.087,0.4842,0.2681,0.1068
GRID_00128,다사37505350,강서구,개화동,18.6,False,0.0,0.4711,0.2148,0.0722
GRID_00129,다사37505375,강서구,개화동,32.1,False,0.0,0.3131,0.1428,0.0408
GRID_00130,다사37505400,강서구,개화동,0.0,True,0.0,0.0526,0.024,0.0
GRID_00131,다사37754875,강서구,오쇠동,62.4,False,0.7815,0.0,0.4251,0.1025
GRID_00132,다사37754900,강서구,오쇠동,23.1,False,0.7728,0.0,0.4204,0.1321
GRID_00133,다사37754925,강서구,오쇠동,10.9,False,0.0554,0.0,0.0301,0.0122
GRID_00134,다사37754950,강서구,오쇠동,4.8,False,0.0,0.0,0.0,0.0
GRID_00135,다사37754975,강서구,오쇠동,35.6,False,0.0,0.0,0.0,0.0
GRID_00136,다사37755000,강서구,오곡동,8.3,False,0.0,0.0,0.0,0.0
GRID_00137,다사37755025,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00138,다사37755050,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00139,다사37755075,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00140,다사37755100,강서구,오곡동,0.0,True,0.0,0.6455,0.2943,0.0
GRID_00141,다사37755125,강서구,오곡동,12.5,False,0.1243,1.6392,0.8151,0.3132
GRID_00142,다사37755150,강서구,과해동,412.6,False,0.7603,2.0408,1.3442,0.2231
GRID_00143,다사37755175,강서구,과해동,16.7,False,0.5911,1.7292,1.1101,0.3863
GRID_00144,다사37755200,강서구,과해동,0.0,True,0.0,0.8206,0.3742,0.0
GRID_00145,다사37755225,강서구,과해동,8.2,False,0.0,0.0,0.0,0.0
GRID_00146,다사37755250,강서구,개화동,6.8,False,0.0,0.0,0.0,0.0
GRID_00147,다사37755275,강서구,개화동,5.5,False,0.0,0.2394,0.1092,0.0583
GRID_00148,다사37755300,강서구,개화동,0.0,True,0.3185,0.5151,0.4081,0.0
GRID_00149,다사37755325,강서구,개화동,162.4,False,1.8376,0.6663,1.3035,0.2558
GRID_00150,다사37755350,강서구,개화동,22.8,False,1.6142,0.6517,1.1753,0.3708
GRID_00151,다사37755375,강서구,개화동,141.9,False,0.5204,0.4756,0.4999,0.1007
GRID_00152,다사37755400,강서구,개화동,113.3,False,0.2302,0.1852,0.2097,0.0442
GRID_00153,다사37755425,강서구,개화동,0.0,True,0.0,0.0,0.0,0.0
GRID_00154,다사37755525,강서구,개화동,0.0,True,0.0,0.0,0.0,0.0
GRID_00155,다사37755550,강서구,개화동,0.0,True,0.0,0.0,0.0,0.0
GRID_00156,다사37755575,강서구,개화동,0.0,True,0.0,0.0,0.0,0.0
GRID_00157,다사38004875,강서구,오쇠동,0.0,True,0.604,0.0,0.3286,0.0
GRID_00158,다사38004900,강서구,오쇠동,14.1,False,0.5961,0.0,0.3243,0.1194
GRID_00159,다사38004925,강서구,오쇠동,0.0,True,0.0,0.0,0.0,0.0
GRID_00160,다사38004950,강서구,오쇠동,192.3,False,0.0,0.0,0.0,0.0
GRID_00161,다사38004975,강서구,오쇠동,153.2,False,0.0,0.0,0.0,0.0
GRID_00162,다사38005000,강서구,오쇠동,0.0,True,0.0,0.0,0.0,0.0
GRID_00163,다사38005025,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00164,다사38005050,강서구,오곡동,0.0,True,0.0,0.0,0.0,0.0
GRID_00165,다사38005075,강서구,오곡동,0.0,True,0.0,0.0688,0.0314,0.0
GRID_00166,다사38005100,강서구,공항동,0.0,True,0.0,1.5347,0.6998,0.0
GRID_00167,다사38005125,강서구,공항동,86.3,False,1.2412,2.6854,1.8998,0.4251
GRID_00168,다사38005150,강서구,과해동,68.7,False,1.8821,3.1445,2.4578,0.5791
GRID_00169,다사38005175,강서구,방화동,100.3,False,3.6723,2.7854,3.2679,0.7076
GRID_00170,다사38005200,강서구,방화동,1735.6,False,2.6875,1.7076,2.2407,0.3004
GRID_00171,다사38005225,강서구,개화동,0.0,True,0.0056,0.3672,0.1705,0.0
GRID_00172,다사38005250,강서구,개화동,42.4,False,0.0,0.3128,0.1426,0.0378
GRID_00173,다사38005275,강서구,개화동,12.2,False,0.3495,0.5915,0.4598,0.1782
GRID_00174,다사38005300,강서구,개화동,38.3,False,1.5471,0.7245,1.172,0.3192
GRID_00175,다사38005325,강서구,개화동,300.6,False,3.0342,0.686,1.9634,0.3439
GRID_00176,다사38005350,강서구,개화동,444.8,False,2.8114,0.6713,1.8355,0.3009
GRID_00177,다사38005375,강서구,개화동,29.8,False,0.671,0.4931,0.5899,0.1721
GRID_00178,다사38005400,강서구,개화동,159.0,False,0.355,0.1995,0.2841,0.056
GRID_00179,다사38005425,강서구,개화동,13.5,False,0.2981,0.0,0.1622,0.0606
GRID_00180,다사38005450,강서구,개화동,31.1,False,0.5967,0.0,0.3246,0.0936
GRID_00181,다사38005475,강서구,개화동,69.2,False,0.1366,0.0,0.0743,0.0175
GRID_00182,다사38005500,강서구,개화동,14.4,False,0.0,0.0,0.0,0.0
GRID_00183,다사38005525,강서구,개화동,80.1,False,0.0,0.0,0.0,0.0
GRID_00184,다사38005550,강서구,개화동,47.0,False,0.0,0.0,0.0,0.0
GRID_00185,다사38005575,강서구,개화동,4.6,False,0.0,0.0,0.0,0.0
GRID_00186,다사38005600,강서구,개화동,0.0,True,0.0,0.0,0.0,0.0
GRID_00187,다사38254925,강서구,오쇠동,5.8,False,0.0,0.0,0.0,0.0
GRID_00188,다사38254950,강서구,오쇠동,5.4,False,0.0,0.0,0.0,0.0
GRID_00189,다사38254975,강서구,오쇠동,0.0,True,0.0,0.0,0.0,0.0
GRID_00190,다사38255000,강서구,공항동,0.0,True,0.0,0.0,0.0,0.0
GRID_00191,다사38255025,강서구,공항동,0.0,True,0.0,0.0,0.0,0.0
GRID_00192,다사38255050,강서구,공항동,0.0,True,0.0,0.0,0.0,0.0
GRID_00193,다사38255075,강서구,공항동,0.0,True,0.0,0.2276,0.1038,0.0
GRID_00194,다사38255100,강서구,공항동,0.0,True,2.9671,1.8252,2.4464,0.0
GRID_00195,다사38255125,강서구,공항동,1780.0,False,4.7999,3.022,3.9892,0.533
GRID_00196,다사38255150,강서구,방화동,317.8,False,3.562,3.5254,3.5453,0.615
GRID_00197,다사38255175,강서구,방화동,5052.0,False,4.5806,3.1719,3.9383,0.4618
GRID_00198,다사38255200,강서구,방화동,2854.2,False,3.6501,2.0914,2.9393,0.3694
GRID_00199,다사38255225,강서구,방화동,204.1,False,0.9298,0.876,0.9052,0.17
GRID_00200,다사38255250,강서구,방화동,241.4,False,0.5798,0.6815,0.6262,0.114
GRID_00201,다사38255275,강서구,방화동,221.1,False,1.7734,0.8529,1.3536,0.2505
GRID_00202,다사38255300,강서구,개화동,28.3,False,1.9521,0.9326,1.4872,0.4403
GRID_00203,다사38255325,강서구,개화동,368.4,False,2.1657,0.7395,1.5154,0.2563
GRID_00204,다사38255350,강서구,개화동,647.4,False,1.0117,0.5243,0.7894,0.1219
GRID_00205,다사38255375,강서구,개화동,0.0,True,0.2146,0.3609,0.2813,0.0
GRID_00206,다사38255400,강서구,개화동,10.5,False,0.0333,0.0916,0.0599,0.0245
GRID_00207,다사38255425,강서구,개화동,6.6,False,0.6437,0.0,0.3502,0.1727
GRID_00208,다사38255450,강서구,개화동,267.9,False,0.9982,0.0,0.543,0.0971
GRID_00209,다사38255475,강서구,개화동,117.3,False,0.452,0.0,0.2459,0.0515
GRID_00210,다사38255500,강서구,개화동,117.8,False,0.0,0.0,0.0,0.0
GRID_00211,다사38255525,강서구,개화동,0.0,True,0.0,0.0,0.0,0.0
GRID_00212,다사38255550,강서구,개화동,0.0,True,0.0,0.0,0.0,0.0
GRID_00213,다사38255575,강서구,개화동,0.0,True,0.0,0.0,0.0,0.0
GRID_00214,다사38255600,강서구,개화동,0.0,True,0.0,0.0,0.0,0.0
GRID_00215,다사38255625,강서구,개화동,0.0,True,0.0,0.0,0.0,0.0
GRID_00216,다사38504950,강서구,오쇠동,0.0,True,0.0,0.0,0.0,0.0
GRID_00217,다사38504975,강서구,공항동,0.0,True,0.0,0.0,0.0,0.0
GRID_00218,다사38505000,강서구,공항동,0.0,True,0.0,0.0,0.0,0.0
GRID_00219,다사38505025,강서구,공항동,0.0,True,0.0,0.0,0.0,0.0
GRID_00220,다사38505050,강서구,공항동,0.0,True,0.003,0.0,0.0016,0.0
GRID_00221,다사38505075,강서구,공항동,10.0,False,0.8056,0.0719,0.4711,0.1964
GRID_00222,다사38505100,강서구,공항동,1238.9,False,3.652,1.539,2.6885,0.3774
GRID_00223,다사38505125,강서구,공항동,1245.2,False,4.6776,2.9753,3.9013,0.5473
GRID_00224,다사38505150,강서구,방화동,82.0,False,3.1591,3.5684,3.3457,0.7572
GRID_00225,다사38505175,강서구,방화동,556.3,False,2.2075,3.1033,2.616,0.4137
GRID_00226,다사38505200,강서구,방화동,24.9,False,1.743,2.0302,1.8739,0.5758
GRID_00227,다사38505225,강서구,방화동,4.9,False,0.805,0.7987,0.8022,0.4519
GRID_00228,다사38505250,강서구,방화동,3149.7,False,1.6798,0.885,1.3173,0.1635
GRID_00229,다사38505275,강서구,방화동,15.0,False,2.1715,0.9171,1.5995,0.5769
GRID_00230,다사38505300,강서구,방화동,0.0,True,1.5493,1.0259,1.3106,0.0
GRID_00231,다사38505325,강서구,개화동,0.0,True,0.2796,0.8419,0.536,0.0
GRID_00232,다사38505350,강서구,개화동,0.0,True,0.0,0.359,0.1637,0.0
GRID_00233,다사38505375,강서구,개화동,24.1,False,0.0,0.1149,0.0524,0.0163
GRID_00234,다사38505400,강서구,개화동,21.4,False,0.0,0.0,0.0,0.0
GRID_00235,다사38505425,강서구,개화동,95.8,False,0.2112,0.0,0.1149,0.0251
GRID_00236,다사38505450,강서구,개화동,30.7,False,0.4958,0.0,0.2697,0.078
GRID_00237,다사38505475,강서구,개화동,226.9,False,0.0573,0.0,0.0312,0.0057
GRID_00238,다사38505500,강서구,개화동,141.1,False,0.0,0.0,0.0,0.0
GRID_00239,다사38505525,강서구,개화동,0.0,True,0.0,0.0,0.0,0.0
GRID_00240,다사38505550,강서구,개화동,0.0,True,0.0,0.0,0.0,0.0
GRID_00241,다사38505575,강서구,개화동,0.0,True,0.0,0.0,0.0,0.0
GRID_00242,다사38505600,강서구,개화동,0.0,True,0.0,0.0,0.0,0.0
GRID_00243,다사38505625,강서구,개화동,0.0,True,0.0,0.0,0.0,0.0
GRID_00244,다사38754925,강서구,공항동,11.6,False,0.0,0.0,0.0,0.0
GRID_00245,다사38754950,강서구,공항동,4.0,False,0.0,0.0,0.0,0.0
GRID_00246,다사38754975,강서구,공항동,0.0,True,0.0848,0.0,0.0462,0.0
GRID_00247,다사38755000,강서구,공항동,0.0,True,0.0,0.0,0.0,0.0
GRID_00248,다사38755025,강서구,공항동,0.0,True,0.0,0.0,0.0,0.0
GRID_00249,다사38755050,강서구,공항동,260.7,False,0.453,0.0,0.2464,0.0443
GRID_00250,다사38755075,강서구,공항동,490.6,False,1.5662,0.0831,0.8899,0.1436
GRID_00251,다사38755100,강서구,공항동,350.9,False,3.1612,0.941,2.1488,0.3665
GRID_00252,다사38755125,강서구,공항동,1252.1,False,5.4179,2.3285,4.0091,0.562
GRID_00253,다사38755150,강서구,방화동,810.4,False,5.3717,2.8801,4.2356,0.6323
GRID_00254,다사38755175,강서구,방화동,3721.3,False,2.9092,2.4403,2.6953,0.3278
GRID_00255,다사38755200,강서구,방화동,67.3,False,0.9992,1.3675,1.1672,0.2763
GRID_00256,다사38755225,강서구,방화동,6601.5,False,0.6341,0.8125,0.7155,0.0813
GRID_00257,다사38755250,강서구,방화동,1582.3,False,2.0799,0.8678,1.5272,0.2073
GRID_00258,다사38755275,강서구,방화동,1160.7,False,2.5882,1.2199,1.9642,0.2783
GRID_00259,다사38755300,강서구,방화동,7.5,False,1.2195,1.3063,1.2591,0.5883
GRID_00260,다사38755325,강서구,방화동,16.4,False,0.0,1.0243,0.4671,0.1635
GRID_00261,다사38755350,강서구,방화동,15.6,False,0.0,0.5382,0.2454,0.0874
GRID_00262,다사38755375,강서구,방화동,13.3,False,0.0,0.2174,0.0991,0.0373
GRID_00263,다사38755400,강서구,개화동,49.0,False,0.0,0.0,0.0,0.0
GRID_00264,다사38755425,강서구,개화동,261.4,False,0.0,0.0,0.0,0.0
GRID_00265,다사38755450,강서구,개화동,225.9,False,0.0,0.0,0.0,0.0
GRID_00266,다사38755475,강서구,개화동,96.8,False,0.0,0.0,0.0,0.0
GRID_00267,다사38755500,강서구,개화동,37.4,False,0.0,0.0,0.0,0.0
GRID_00268,다사38755525,강서구,개화동,156.3,False,0.0,0.0,0.0,0.0
GRID_00269,다사38755550,강서구,개화동,20.8,False,0.0,0.0,0.0,0.0
GRID_00270,다사38755575,강서구,개화동,0.0,True,0.0,0.0,0.0,0.0
GRID_00271,다사38755600,강서구,개화동,0.0,True,0.0,0.0,0.0,0.0
GRID_00272,다사39004925,강서구,공항동,59.2,False,0.0,0.0,0.0,0.0
GRID_00273,다사39004950,강서구,공항동,53.3,False,0.8085,0.0,0.4398,0.1101
GRID_00274,다사39004975,강서구,공항동,11.5,False,1.5216,0.0,0.8278,0.3277
GRID_00275,다사39005000,강서구,공항동,0.0,True,0.6525,0.0,0.355,0.0
GRID_00276,다사39005025,강서구,공항동,251.1,False,0.7186,0.0,0.3909,0.0707
GRID_00277,다사39005050,강서구,공항동,471.7,False,1.5142,0.0,0.8237,0.1338
GRID_00278,다사39005075,강서구,공항동,212.8,False,3.1343,0.2235,1.8069,0.3368
GRID_00279,다사39005100,강서구,공항동,32.2,False,4.5414,0.7322,2.8044,0.8007
GRID_00280,다사39005125,강서구,공항동,1966.3,False,6.6932,1.2702,4.2203,0.5564
GRID_00281,다사39005150,강서구,공항동,1846.7,False,6.7537,1.5919,4.3999,0.585
GRID_00282,다사39005175,강서구,방화동,41.4,False,4.1717,1.3767,2.8972,0.7732
GRID_00283,다사39005200,강서구,방화동,810.5,False,3.5098,0.9637,2.3488,0.3506
GRID_00284,다사39005225,강서구,방화동,2444.3,False,4.6699,0.7797,2.896,0.3712
GRID_00285,다사39005250,강서구,방화동,50.2,False,5.2807,0.837,3.2544,0.8269
GRID_00286,다사39005275,강서구,방화동,578.3,False,6.5924,1.2397,4.1516,0.6526
GRID_00287,다사39005300,강서구,방화동,9.9,False,5.8457,1.3816,3.8101,1.595
GRID_00288,다사39005325,강서구,방화동,6755.7,False,3.5089,1.1463,2.4315,0.2757
GRID_00289,다사39005350,강서구,방화동,25.4,False,0.8261,0.8229,0.8246,0.2519
GRID_00290,다사39005375,강서구,방화동,71.1,False,0.0,0.46,0.2097,0.049
GRID_00291,다사39005400,강서구,개화동,26.5,False,0.0,0.0,0.0,0.0
GRID_00292,다사39005425,강서구,개화동,122.4,False,0.0,0.0,0.0,0.0
GRID_00293,다사39005450,강서구,개화동,124.3,False,0.0,0.0,0.0,0.0
GRID_00294,다사39005475,강서구,개화동,54.2,False,0.0,0.0,0.0,0.0
GRID_00295,다사39005500,강서구,개화동,6.0,False,0.0,0.0,0.0,0.0
GRID_00296,다사39005525,강서구,개화동,0.0,True,0.0,0.0,0.0,0.0
GRID_00297,다사39005550,강서구,개화동,130.5,False,0.0,0.0,0.0,0.0
GRID_00298,다사39005575,강서구,개화동,6.1,False,0.0,0.0,0.0,0.0
GRID_00299,다사39254175,구로구,항동,0.0,True,0.347,0.0,0.1888,0.0
GRID_00300,다사39254200,구로구,항동,142.6,False,1.0842,0.0,0.5898,0.1187
GRID_00301,다사39254375,구로구,온수동,0.0,True,0.0,0.0128,0.0058,0.0
GRID_00302,다사39254400,구로구,온수동,0.0,True,0.0,0.0,0.0,0.0
GRID_00303,다사39254425,구로구,온수동,0.0,True,0.0,0.0,0.0,0.0
GRID_00304,다사39254450,구로구,온수동,0.0,True,0.0,0.0,0.0,0.0
GRID_00305,다사39254925,강서구,외발산동,4.4,False,0.0,0.0,0.0,0.0
GRID_00306,다사39254950,강서구,공항동,23.5,False,1.0391,0.0,0.5653,0.1767
GRID_00307,다사39254975,강서구,공항동,200.8,False,1.8513,0.0,1.0071,0.1898
GRID_00308,다사39255000,강서구,공항동,66.2,False,2.4758,0.0,1.3468,0.3201
GRID_00309,다사39255025,강서구,공항동,254.8,False,2.6657,0.0,1.4501,0.2615
GRID_00310,다사39255050,강서구,공항동,289.0,False,2.7577,0.0,1.5002,0.2646
GRID_00311,다사39255075,강서구,공항동,2264.6,False,3.221,0.2137,1.8497,0.2394
GRID_00312,다사39255100,강서구,공항동,3195.3,False,2.4374,0.648,1.6215,0.2009
